1.098155286317436738e-03 2.075663510551412939e-03 -5.251327799576036698e-05
1.128392855661957501e-03 4.550301261158160721e-04 -1.081754174189726104e-04
8.179543775522785803e-04 1.270227634418196611e-02 8.291201685555294550e-05
1.258011929957696421e-03 -1.359537046613608184e-02 -6.126541683204280364e-05
-4.715085862289501890e-03 2.578790370181385620e-03 -8.331961139498046665e-06
1.374442185877282341e-02 -8.012626603917847277e-04 -4.304930226870390283e-05
1.073455593628406222e-02 4.515628112575154757e-03 2.295594934795766080e-05
1.206437089512977200e-03 -5.516324137029958961e-03 -9.313526106272530629e-05
-4.409671365670602729e-03 8.378852957861270337e-03 9.457433131157148625e-07
-8.318131644501753491e-03 1.535113806117138074e-02 2.541222707975170368e-05
-9.747858401514997335e-04 9.310170447025594917e-04 1.531900888192355920e-04
-4.265400506176271825e-03 -1.354656038940575333e-02 -2.054327769657825656e-05
-6.450791469055613785e-03 -4.892304630883319641e-03 -3.985855173706104440e-05
2.673610993509554015e-03 9.939859475161104581e-04 5.151173882893432727e-05
2.807788302778462322e-03 -1.654665800133171567e-03 -8.067651921927338193e-05
9.503946314195549014e-03 -1.766542846103795819e-04 9.250044570662465542e-05
1.112684083773370081e-02 1.443820753087013929e-02 -3.137228477947711698e-05
-3.269340316370931976e-05 -5.500903274178708079e-03 4.964637837494012280e-06
-5.929048929180259775e-03 8.547636978907266828e-04 -2.243744863618870065e-05
-1.007215625061479679e-02 1.435096857870492813e-03 3.544724752451793953e-05
-5.214972523413779343e-03 -4.167490660609315771e-03 -6.084721388578321857e-05
4.869885965945256953e-03 1.012110113894462704e-02 9.076659042728152014e-05
3.106213175178994604e-03 -1.854286710542045469e-03 1.509199201634246933e-05
-4.048311321490767785e-03 -2.235258556510175999e-03 -5.463964181261968923e-05
1.151975189223670981e-02 3.617573887911968572e-03 4.801802253357605898e-05
8.483575629451695771e-03 -2.308852503047693905e-03 -6.063284856100715765e-07
-7.714155238183095960e-04 -6.260129869616617992e-03 -3.614639036982572769e-05
-1.113233021876555186e-03 -7.065617021967257605e-04 6.439175190641691776e-05
1.055891703288126121e-02 -1.021861126195629244e-02 -7.063733206367064975e-05
1.061337346909326657e-03 -2.485783500947314970e-03 -4.536077341475628331e-05
-2.522446923040018787e-03 -6.941865198753036786e-04 -6.501166010458708506e-05
-9.111487298712096436e-03 -1.302023800848778681e-02 -1.300177383293881460e-04
6.571705799796805775e-03 1.332636683964409999e-02 9.506777652262212613e-06
2.638894367403680531e-04 -7.481548158596966480e-05 -9.759551918693797892e-06
-8.203872674204658322e-03 2.857946476316462064e-03 -3.053009360312169398e-05
8.442863460874430737e-03 -3.540266394984271231e-03 4.244672107031532081e-05
-9.771512087720117187e-04 -2.875870607278168713e-03 1.353521495942823700e-04
8.201728570280153105e-03 6.323438640209524952e-04 -4.130258905174564576e-05
1.081204304093843528e-02 -1.160477887020780995e-02 -1.217281982474373574e-04
-5.505362937186799276e-04 1.149005620766768536e-02 6.927621516605034701e-05
5.556107208284487980e-04 1.590353704128811413e-02 1.288078452042312988e-04
3.179631794016558703e-03 -2.705354515982607427e-03 -1.614128828933965949e-06
7.219703599857466708e-04 -3.151706894152963255e-03 -8.535222117422413667e-05
4.681187322549715951e-03 -8.273543755874517014e-03 -7.363444761779603938e-05
-3.371665269392742741e-03 1.145265765545519336e-02 -1.455095811992544058e-05
-3.342242174499470905e-03 -1.464538929655466448e-02 -1.177563672075406626e-04
1.121717606066014589e-04 4.847367443005332066e-03 -4.821078288054056102e-05
-1.879591471159379424e-03 -5.000936877724557195e-03 -1.346211134447444541e-04
-2.487966588144224604e-03 1.626680592933022916e-04 7.781727542426239398e-05
6.290443796170957017e-03 -4.604894806155258868e-03 5.201902230272577863e-05
7.227015595472446353e-03 6.808412576358233506e-03 6.656587729743997268e-05
-5.017963645113788194e-03 -1.268160163191895708e-03 1.466172832878480229e-04
2.274779387967615710e-03 6.556661896870230946e-04 -4.741200090864169155e-05
2.351743464582103579e-03 4.776535519401409191e-03 -5.597742025546468810e-05
-6.313200618379742959e-04 5.722473389532601110e-03 -2.478358844594612107e-05
5.607967645439235205e-03 5.539328081985435415e-03 5.134529808233320069e-05
-6.609182808627270082e-03 -1.438004835953040662e-02 1.104160166311488316e-05
-9.493468222088522618e-03 1.747224138620787504e-03 4.661512684900359117e-05
3.377204497391836889e-03 -1.572796431753159703e-03 -1.119255912351208623e-04
-7.938983881474043214e-03 5.897978332827093911e-03 -2.774534955589968749e-05
6.979824989030011459e-03 -7.010745651348078422e-03 -1.033960831355938519e-04
-9.852164032215518508e-03 -8.575082533380901442e-03 8.707025617527355821e-05
9.513109808752202856e-03 -9.636698662773229493e-03 -1.310656632663798678e-04
4.737417379569518888e-03 2.783198326393503119e-03 -2.199472751030959026e-05
1.065013150956767643e-02 4.353996228162374145e-03 2.410413300237827076e-05
-5.398761986850731526e-03 -1.443971845324928949e-02 -9.793690653305847811e-05
5.103166420499586665e-03 3.095732733492770773e-03 3.069041564730728896e-05
2.860141524398832590e-03 -7.390931327449675771e-03 -4.622392493362530370e-05
-3.206817222771234880e-04 1.208255226438095450e-02 -2.194768510651622838e-05
-5.777514113802636672e-03 -5.600969510364765987e-03 -9.604352521892739285e-05
-1.350801526255938564e-03 -1.932464978922417143e-03 -7.705045324855994311e-05
-6.526317127835795998e-03 1.380831143872140662e-02 6.137500972870124410e-05
-4.428488227435397728e-04 -1.674733776186079770e-02 1.867260773174322561e-05
-1.015093645808906771e-02 3.329454888529030654e-03 1.291574735535198806e-04
6.199329872023104718e-03 -2.510043161485834250e-03 -3.589946759889438158e-05
-6.027132660044089846e-04 8.313449596218366877e-03 -5.137346365784421922e-05
3.053323105181329940e-03 -1.719116864892707500e-03 -8.343726482834514706e-05
-1.186018518189951333e-02 -1.073900601969958804e-02 -5.797927312213309976e-06
9.439791934411898011e-03 1.702831046846955271e-03 -1.178920840774969742e-04
1.902130698224612816e-03 6.049605121493562172e-03 2.313988703580207988e-05
-4.841696586831836097e-03 -1.070362358832595197e-03 3.057856699126470032e-05
-9.555714516132522013e-03 -8.579013105987260551e-03 -5.873407453913431558e-05
